x,y,feature_name,description,data_type,num_unique_values,percent_missing,examples,dataset_id
16.229986,-26.589117,Bare_Nuclei,Represents the number of bare nuclei in a cell nucleus.,float64,8561,0%,"[1.0, 1.0, 1.0, 1.0, 10.0]",251
52.51318,13.008991,Bland_Chromatin,Describes the uniformity of the chromatin in the cell nuclei.,float64,11991,0%,"[5.448254, 2.0, 3.0, 7.601751, 1.0]",251
53.257484,12.835187,Normal_Nucleoli,Indicates the normality of the nucleoli in the cells.,float64,11095,0%,"[1.0, 5.419773, 1.0, 1.0, 1.0]",251
38.7751,-20.833979,Mitoses,Indicates the number of mitoses (cell division) observed in a<br>tissue sample.,float64,2988,0%,"[1.0, 1.0, 1.0, 1.0, 1.0]",251
15.22114,-38.047123,top-left-square,Indicates the symbol in the top-left square of a tic-tac-toe<br>game.,category,3,0%,"['x', 'x', 'x', 'b', 'x']",137
15.308221,-38.241917,top-middle-square,Indicates the symbol in the middle row and the middle<br>column of the tic-tac-toe game board.,category,3,0%,"['b', 'b', 'x', 'x', 'x']",137
15.281078,-38.14961,top-right-square,Indicates the symbol used in the top-right square of a<br>tic-tac-toe game.,category,3,0%,"['x', 'b', 'o', 'b', 'b']",137
15.241138,-38.01299,middle-left-square,Indicates the symbol in the middle-left square of a tic-tac-toe<br>game.,category,3,0%,"['b', 'o', 'x', 'o', 'o']",137
-13.055868,-18.67817,middle-middle-square,The value in the middle-middle square of a tic-tac-toe board.,category,3,0%,"['x', 'o', 'o', 'o', 'x']",137
-4.96462,-51.161102,middle-right-square,The middle-right-square feature represents the symbol placed in the middle-right<br>square of a tic-tac-toe game board.,category,3,0%,"['o', 'x', 'x', 'x', 'x']",137
-4.881257,-51.0922,bottom-left-square,The bottom-left-square feature represents the symbol in the bottom-left square<br>of a tic-tac-toe game board.,category,3,0%,"['b', 'b', 'x', 'o', 'o']",137
15.270185,-38.002533,bottom-middle-square,Indicates the symbol in the bottom-middle square of a tic-tac-toe<br>game.,category,3,0%,"['b', 'x', 'o', 'o', 'b']",137
-5.0059323,-51.214546,bottom-right-square,The bottom-right-square feature represents the value in the bottom-right square<br>of a tic-tac-toe board.,category,3,0%,"['o', 'o', 'b', 'b', 'x']",137
0.21835779,-14.511374,V1,Unique identifier for each chorale in the dataset.,category,62,0%,"['003306b_', '012606b_', '000106b_', '015408b_', '013705ch']",4552
0.82259935,-14.341499,V2,Pitch class information for a given event in a chorale.,uint8,207,0%,"[74, 80, 87, 79, 14]",4552
18.83178,-6.244385,V3,Indicates whether a specific pitch is present in the event<br>or not.,category,2,0%,"[' NO', ' NO', ' NO', ' NO', ' NO']",4552
19.21109,-5.873236,V4,Indicates whether a given pitch is present in the event<br>or not.,category,2,0%,"[' NO', ' NO', ' NO', ' NO', ' NO']",4552
19.21109,-5.873236,V5,Indicates whether a given pitch is present in the event<br>or not.,category,2,0%,"[' NO', ' NO', ' NO', ' NO', 'YES']",4552
19.21109,-5.873236,V6,Indicates whether a given pitch is present in the event<br>or not.,category,2,0%,"[' NO', ' NO', 'YES', 'YES', ' NO']",4552
19.56402,-5.0361857,V7,Indicates whether a pitch class is present in a given<br>event or not.,category,2,0%,"['YES', 'YES', ' NO', ' NO', ' NO']",4552
19.21109,-5.873236,V8,Indicates whether a given pitch is present in the event<br>or not.,category,2,0%,"[' NO', ' NO', ' NO', ' NO', ' NO']",4552
19.21109,-5.873236,V9,Indicates whether a given pitch is present in the event<br>or not.,category,2,0%,"['YES', ' NO', ' NO', 'YES', ' NO']",4552
19.21109,-5.873236,V10,Indicates whether a given pitch is present in the event<br>or not.,category,2,0%,"[' NO', ' NO', ' NO', ' NO', ' NO']",4552
16.727818,-5.1157756,V11,Presence or absence of a specific pitch class in a<br>given event.,category,2,0%,"[' NO', ' NO', ' NO', ' NO', ' NO']",4552
17.874971,-4.784174,V12,Indicates the presence or absence of a specific pitch class<br>in a given event of a chorale.,category,2,0%,"['YES', ' NO', ' NO', ' NO', 'YES']",4552
17.864439,-5.2244077,V13,Indicates the presence or absence of a specific pitch class<br>in a given event.,category,2,0%,"[' NO', ' NO', ' NO', ' NO', ' NO']",4552
19.21109,-5.873236,V14,Indicates whether a given pitch is present in the event<br>or not.,category,2,0%,"['YES', ' NO', ' NO', 'YES', ' NO']",4552
8.420126,14.589682,V15,Pitch class of the bass note during the given event.,category,16,0%,"['B', 'E', 'C', 'G', 'A']",4552
8.811977,14.541961,V16,"Meter of the event, with lower numbers denoting less accented<br>events and higher numbers denoting more accented events.",uint8,5,0%,"[5, 4, 2, 2, 3]",4552
24.597399,-39.632366,day,Represents the day of the year.,int64,365,0%,"[125, 181, 289, 81, 188]",45037
26.1554,-16.311445,length,Represents the number of transactions that receive and distribute similar<br>amounts of coins in multiple rounds with newly created addresses<br>to hide the coin origin.,uint8,73,0%,"[16, 144, 0, 144, 144]",45037
25.740095,-16.26428,weight,"Quantifies the merge behavior of transactions, where coins in multiple<br>addresses are each passed through a succession of merging transactions<br>and accumulated in a final address.",float64,9852,0%,"[1.0, 0.5, 0.075, 0.5, 0.5]",45037
26.867493,-16.484718,count,Counts the number of transactions that have been merged into<br>a single address.,int64,3396,0%,"[2, 826, 1, 1624, 1]",45037
-31.314854,30.150753,looped,"Number of transactions that split their coins, move them through<br>different paths, and merge them into a single address.",int64,1638,0%,"[2083, 0, 0, 0, 0]",45037
-31.973904,29.688576,neighbors,Number of transactions involving the given Bitcoin address in a<br>24-hour time window.,int64,56,0%,"[6, 1, 1, 1, 1]",45037
-47.190426,-6.822186,income,Total amount of satoshis received by an address in a<br>day.,int64,16560,0%,"[1350000000, 212000000, 37564803, 54419927, 208000000]",45037
14.822209,13.788491,instance_id,Instance ID of the pre-marshalling problem.,object,527,0%,"['BF9_cpmp_16_8_77_16_47_10', 'cv_data5-7-37', 'cv_data4-6-3', 'cv_data4-4-19', 'BF6_cpmp_16_5_64_13_48_6']",41701
28.483156,-14.9526825,repetition,Indicates the number of times a particular instance has been<br>repeated in the dataset.,uint8,1,0%,"[1, 1, 1, 1, 1]",41701
-24.788141,28.2124,stacks,Number of stacks in the container pre-marshalling problem.,uint8,10,0%,"[7, 16, 5, 4, 20]",41701
-24.792519,28.215946,tiers,Number of tiers in the container pre-marshalling problem.,uint8,4,0%,"[5, 6, 7, 5, 6]",41701
4.605471,23.966496,stack.tier.ratio,Ratio of the number of containers in the stack to<br>the number of tiers in the stack.,float64,17,0%,"[0.3125, 0.5, 1.5, 1.0, 0.3125]",41701
-14.194153,26.61576,container.density,Density of containers in the current state.,float64,7,0%,"[0.6, 0.6, 0.714286, 0.714286, 0.666667]",41701
-51.017044,1.8573618,empty.stack.pct,Percentage of stacks that are empty.,float64,15,0%,"[0.0, 0.0, 0.0, 0.0, 0.0]",41701
-48.493988,3.1886022,overstowing.stack.pct,Percentage of overstowing stacks in the container pre-marshalling problem.,float64,22,0%,"[0.8125, 1.0, 1.0, 1.0, 1.0]",41701
-48.203278,2.367481,overstowing.2cont.stack.pct,Percentage of containers that are overstowed in the stack of<br>two containers.,float64,34,0%,"[1.0, 1.0, 1.0, 1.0, 0.916667]",41701
24.400778,-7.7551823,group.same.min,Indicates whether the minimum number of containers in a group<br>is the same as the minimum number of containers in<br>the next group.,uint8,2,0%,"[0, 1, 1, 1, 1]",41701
24.478094,-7.8111033,group.same.max,Indicates whether the maximum number of containers in a group<br>is the same or not.,uint8,12,0%,"[1, 1, 1, 1, 1]",41701
3.4492702,24.789415,group.same.mean,The mean of the number of containers in the same<br>group as the target container.,float64,13,0%,"[4.61538, 2.28571, 1.0, 2.4, 4.52941]",41701
31.81521,-22.163736,top.good.min,Indicates the minimum number of good containers in the top<br>row of the container stack.,uint8,8,0%,"[2, 3, 2, 2, 2]",41701
-24.275412,22.477102,top.good.max,Maximum number of good containers in the top stack of<br>a container configuration.,uint8,31,0%,"[11, 5, 9, 12, 17]",41701
3.8723063,24.633043,top.good.mean,Mean of the number of containers in the top row<br>of the container stacks.,float64,281,0%,"[5.41667, 10.1429, 11.7333, 6.25, 6.5]",41701
4.4034543,23.881687,top.good.stdev,Standard deviation of the number of containers in the top<br>row of the container stack.,float64,484,0%,"[6.74764, 2.02157, 4.99096, 4.65725, 2.5658]",41701
-48.588764,2.8198452,overstowage.pct,Percentage of containers that are overstowed.,float64,69,0%,"[0.486111, 0.36, 0.45, 0.457143, 0.45]",41701
-31.926046,27.436993,bflb,Number of boxes that fit in the bottom layer of<br>a container.,uint8,49,0%,"[16, 36, 49, 49, 42]",41701
-12.237471,25.223204,left.density,Density of containers on the left side of the ship.,float64,215,0%,"[0.4, 0.555556, 0.285714, 0.333333, 0.333333]",41701
2.433565,14.8438425,avg.l1.top.left.lg.group,The average of the L1 norm of the top left<br>group of containers in the container pre-marshalling problem.,float64,218,0%,"[0.421053, 0.368421, 0.823529, 0.842105, 0.863636]",41701
-47.83023,1.8754442,pct.bottom.pct.on.top,Percentage of containers on the bottom layer that have containers<br>on top of them.,float64,22,0%,"[0.2, 0.75, 0.0, 0.0, 0.5]",41701
-0.12173446,-8.335099,runtime,The runtime of an algorithm for solving the Container Pre-Marshalling<br>Problem (CPMP).,float64,408,0%,"[21.665, 49.343, 1.972, 55.319, 0.032]",41701
34.02021,-24.20462,runstatus,Indicates the status of the run of the algorithm.,category,1,0%,"['ok', 'ok', 'ok', 'ok', 'ok']",41701
5.353731,5.0480523,longitude,Longitude of the centroid of each block group in California.,float64,844,0%,"[-122.24, -118.44, -117.11, -122.21, -117.23]",45578
5.343148,4.848064,latitude,Latitude of the centroid of the block group in California.,float64,862,0%,"[38.58, 40.63, 33.95, 33.84, 37.97]",45578
-61.220123,9.78986,housingMedianAge,Median age of housing in a block group in California.,uint8,52,0%,"[35, 15, 25, 48, 10]",45578
-60.26677,21.311455,totalRooms,Total number of rooms in a block group.,float64,5926,0%,"[2639.0, 1177.0, 3003.0, 2492.0, 3061.0]",45578
-60.465137,21.179184,totalBedrooms,Total number of bedrooms in a block group.,float64,1928,0%,"[390.0, 1149.0, 393.0, 420.0, 851.0]",45578
-59.174175,10.928976,population,Number of individuals living in a geographically compact area in<br>California.,float64,3888,0%,"[1960.0, 2085.0, 1204.0, 1481.0, 1779.0]",45578
-59.16248,10.947211,households,Number of households in a geographically compact area in California.,float64,1815,0%,"[463.0, 287.0, 456.0, 423.0, 1189.0]",45578
-61.448845,10.60712,medianIncome,Median income of individuals living in a geographically compact area<br>in California.,float64,12928,0%,"[10.7582, 2.4574, 2.0329, 4.4148, 3.017]",45578
-10.308849,-54.725636,l,The feature represents the amount of metal used in the<br>casting process.,float64,54,0%,"[1.0, 0.75, 1.0, 0.25, 1.0]",1447
-2.5409167,-69.522484,ae,Acoustic emission (AE) is a phenomenon in which elastic or<br>stress waves are generated by a rapid release of energy<br>from a localized source.,uint8,27,0%,"[6, 1, 4, 2, 10]",1447
-15.797794,-19.113504,ai,The artificial intelligence (AI) score of a cast metal.,float64,148,0%,"[35.0, 26.0, 67.0, 70.0, 22.0]",1447
-10.348822,-54.651005,ak,The feature represents the amount of aluminum and potassium in<br>a cast metal sample.,float64,92,0%,"[50.0, 68.0, 52.0, 16.0, 21.0]",1447
57.107044,-19.922327,am,Indicates whether the car is an automatic or manual transmission.,float64,144,0%,"[68.0, 19.0, 37.0, 240.0, 78.0]",1447
-15.466633,26.56728,ao,Amount of ambient occlusion in the cast metal.,float64,103,0%,"[9.0, 20.0, 32.0, 76.0, 64.0]",1447
43.097897,-17.785744,impression,Indicates the number of times an ad was shown to<br>a user.,float64,99,0%,"[1.0, 1.0, 2.0, 1.0, 1.0]",42733
-1.1044316,-55.25026,url_hash,This feature represents the hashed URL of a website.,float64,6941,0%,"[1.130902570404585e+19, 1.3311343438192927e+19, 8.415016803810862e+18, 1.4340390157469403e+19, 7.143518654485987e+18]",42733
-1.6274687,-14.968093,ad_id,Unique identifier for each ad.,category,19228,0%,"['20802175', '20776019', '7785249', '20802241', '7978864']",42733
-14.291752,-16.948042,advertiser_id,The unique ID of the advertiser.,category,6064,0%,"['32367', '27503', '37956', '23808', '33431']",42733
-0.5100295,22.54442,depth,Depth of the tree used to generate the model.,uint8,3,0%,"[2, 2, 1, 2, 1]",42733
-8.317368,40.02236,position,Position of a player in a game.,uint8,3,0%,"[1, 2, 1, 1, 2]",42733
-5.9558554,-13.008053,query_id,The ID of the query used to retrieve the data.,float64,30748,0%,"[2368.0, 2061916.0, 12185142.0, 111629.0, 8006.0]",42733
-1.2447456,-55.88086,keyword_id,This feature represents the unique identifier of the keyword associated<br>with the article.,category,19803,0%,"['66253', '2990', '214', '9392', '22']",42733
-3.5196579,-50.31144,title_id,This feature represents the title ID of a movie.,category,25321,0%,"['28', '18', '4293', '18', '352311']",42733
-1.6982052,-56.45749,description_id,This feature represents the unique identification number of the description<br>of the dataset.,category,22381,0%,"['51342', '702', '191', '1079', '277902']",42733
-1.668389,-14.778252,user_id,Unique identifier for each user.,category,30114,0%,"['23118057', '8737236', '10763', '8526904', '555812']",42733
-8.033212,4.0879765,ap,The average number of accidents per year in a specific<br>area.,float64,92,0%,"[14.0, 27.0, 15.0, 21.0, 24.0]",1446
-9.422541,-5.99716,Time,Time of a particular event.,float64,13261,0%,"[59801.0, 148655.0, 83871.0, 117880.0, 53881.0]",4154
-2.5365436,-60.958046,V28,The feature V28 is a numerical value that represents the<br>28th principal component of the dataset.,float64,13558,0%,"[-0.01937, -0.202555, 0.464226, 0.016398, 0.096125]",4154
-11.128532,0.43934086,Amount,The amount of money spent on a transaction.,float64,5425,0%,"[616.59, 92.93, 19.99, 111.32, 4.0]",4154
-1.0886556,-8.869906,text,Lyrics of songs for the rock bands 'The Rolling Stones'<br>and 'Deep Purple'.,object,358,0%,"[""I stood under your bedroom window  \nThrowing up a brick  \nNo one came I threw one more  \nThat really did the trick  \nYour daddy came and banged my head  \nHe said what kind of man  \nIs this that's hanging 'round my girl  \nAnd threw me in the can  \nYou're a farmer's daughter  \nYou're a farmer's daughter  \nWhy do I always get  \nThe kinda girl I didn't oughta get  \nI won't get no more eggs and water  \nNow I've laid the farmer's daughter  \n  \nImagine I was a full-grown man  \nAnd I could talk just right  \nCould I come and see you here  \nAnd do this every night  \nWham! The door comes crashing down  \nYour daddy's face all pale  \nSays come with me you hairy bum  \nI'll put you in my jail  \nYou're a judge's daughter  \nYou're a judge's daughter  \nWhy do I always get  \nThe kinda girl I didn't oughta get  \nNow I'm getting jail and torture  \n'Cause I made the judge's daughter  \n  \nIt seems they're screaming law and order  \nWhen I go with anyone's daughter  \n  \nWoman I should like some peace  \nAnd daddy hold your tongue  \nI think you're gonna die of fright  \nWhen I tell you what I've done  \nI can hear your tales and lies  \nYou say I'm dumb and scraggy  \nBut man this dumb and scraggy is  \nYour daughter's baby's daddy  \nShe's a lucky daughter  \nSuch a lucky daughter  \nWhy did I always get  \nThe kinda girl I didn't want to get  \nNow I've got what I always fought for  \n'Cause I've married a rich man's daughter\n\n"", ""Worked the bars and sideshows along the twilight zone  \nOnly a crowd can make you feel so alone  \nAnd it really hit home  \nBooze and pills and powders, you can choose your medicine  \nWell here's another goodbye to another good friend  \n  \nAfter all is said and done  \nGotta move while it's still fun  \nLet me walk before they make me run  \nAfter all is said and done  \nI gotta move, it's still fun  \nI'm gonna walk before they make me run  \n  \nWatched the taillights fading, there ain't a dry eye in the house  \nThey're laughing and singing  \nStarted dancing and drinking as I left town  \nGonna find my way to heaven, 'cause I did my time in hell  \nI wasn't looking too good but I was feeling real well  \n  \nAfter all is said and done  \nI gotta move I had my fun  \nLet us walk before they make me run  \n  \nAfter all is said and done  \nI did alright, I had my fun  \nI will walk before they make me run\n\n"", ""Now if you want to hear some boogie like I'm gonna play  \nIt's just an old piano and a knockout bass  \nThe drummer's man's a cat they call Charlie McCoy  \nYou know, remember that rubber legged boy?  \nMama cookin' chicken fried and bacon grease  \nCome on along boys it's just down the road apiece  \n  \nWell there's a place you really get your kicks  \nIt's open every night about twelve to six  \nNow if you want to hear some boogie you can get your fill  \nAnd shove and sting like an old steam drill  \nCome on along you can lose your lead  \nDown the road, down the road, down the road apiece  \n  \nWell there's a place you really get your kicks  \nIt's open every night about twelve to six  \nNow if you want to hear some boogie you can get your fill  \nAnd shove and sting like an old steam drill  \nCome on along you can lose your lead  \nDown the road, down the road, down the road apiece\n\n"", ""(coverdale)  \nIf I could see before my time ends  \nThe smile you gave me before the pain  \nI could accept the world of darkness  \nNever see the sun again...  \nNever ever gonna leave ya,  \nSo dry your eyes and smile again  \nSay the words I need to hear...  \nSay you love me, say you love me  \nSay that you need me,  \nI can't take it anymore...  \nBut I know I must be strong,  \nTo keep belive in right or wrong...  \nI've got time but I can't wait too long  \nWanna get you home where you belong...  \nSay you love me, say you love me  \nI can't take it anymore...  \nSay you love me, baby, baby, baby  \nSay you love me...  \nSay that you need me, I can't take it anymore...  \nSay you love me, say you love me  \nI can't take it, I can't take it anymore...  \nSay you love me, oh baby  \nSay you love me...  \nSay that you need me, I can't take it anymore...  \nI can't take it anymore...  \n\n"", ""You go and I'll come with you little baby  \nYou go and I'll go with you little baby  \nYou go and I'll come with you  \nYou bet your life that I'll walk with you  \nYou go and I'll come with you little baby  \n  \nYou go to court and I'll come along  \nYou go to jail and I'll get your bond  \nYou got time tell you what I'll do  \nI'll stay outside and wait for you  \n  \nYou go and I'll come with you little baby  \nYou go and I'll go with you little baby  \nYou go and I'll come with you  \nYou bet your life that I'll walk with you  \nYou go and I'll come with you little baby  \n  \nYou go to church and I'll go there too  \nYou go to work tell you what I'll do  \nYou get paid and I'll hold the money  \nBe right there to protect you honey  \n  \nYou go and I'll come with you little baby  \nYou go and I'll go with you little baby  \nYou go and I'll come with you  \nYou bet your life that I'll walk with you  \nYou go and I'll come with you little baby  \n  \nYou get the fare I'll go the show  \nYou bet the horses and I'll pick up the  \nDough  \nYou work hard and it hurt my pride  \nI'll be there right by your side\n\n""]",41496
-15.24146,-12.527622,Tempreture,The temperature of the engine in degrees Celsius.,float64,383,0%,"[35.29184, 36.265476, 37.662891, 37.648788, 37.16885]",4340
-16.544285,-11.661417,Pump_Pressure,Pump pressure in an engine.,float64,91,0%,"[11.219238, 11.267578, 11.236816, 11.293945, 11.222168]",4340
-6.733146,-1.6536511,inlet_Pressure,The pressure of the air entering the engine.,float64,246,0%,"[4.14917, 4.172363, 4.215698, 4.199829, 4.271851]",4340
-15.977562,27.485842,Oulet_Pressure,Outlet pressure of the engine.,float64,382,0%,"[16.676924, 16.632746, 16.588947, 16.342985, 16.650343]",4340
-17.609528,-11.175992,Flowrate,Flowrate of a simple engine.,float64,383,0%,"[275.571014, 290.407105, 278.217194, 277.075897, 283.000549]",4340
-4.86037,-60.03086,ExternalRiskEstimate,This feature represents the external risk estimate of a customer.,float64,61,0%,"[68.0, 79.0, 89.0, 88.0, 72.0]",45554
-15.3473425,-22.250294,MSinceOldestTradeOpen,The number of months since the oldest trade line was<br>opened.,float64,525,2%,"[192.0, 333.0, 75.0, 171.0, 271.0]",45554
-12.95486,1.5091369,MSinceMostRecentTradeOpen,The number of months since the most recent trade open.,int64,111,0%,"[23, 6, 4, 2, 4]",45554
-15.347896,-22.30554,AverageMInFile,The average number of months since the most recent account<br>was opened.,int64,236,0%,"[61, 177, 32, 77, 97]",45554
-51.153885,29.839926,NumSatisfactoryTrades,Number of satisfactory trades on a credit line.,uint8,73,0%,"[19, 15, 32, 12, 26]",45554
-9.601923,-2.1671996,NumTrades60Ever2DerogPubRec,Number of trades in the past 60 months that had<br>a derogatory public record.,uint8,18,0%,"[0, 1, 1, 5, 0]",45554
46.847355,-19.174385,NumTrades90Ever2DerogPubRec,Indicates the number of trades with derogatory public records in<br>the last 90 days.,uint8,16,0%,"[0, 0, 0, 0, 0]",45554
-51.018127,2.5586,PercentTradesNeverDelq,Percentage of trades that have never been delinquent.,uint8,71,0%,"[95, 67, 100, 100, 89]",45554
2.8224623,-56.34742,MSinceMostRecentDelq,This feature represents the number of months since the most<br>recent delinquency.,float64,85,49%,"[1.0, 10.0, 16.0, 8.0, 53.0]",45554
3.0032554,-56.07915,MaxDelq2PublicRecLast12M,This feature represents the maximum number of delinquencies in the<br>past 12 months on public records.,category,9,0%,"['7', '6', '6', '7', '7']",45554
3.1424122,-55.81294,MaxDelqEver,This feature represents the maximum delinquency ever reported for a<br>borrower.,category,7,0%,"['8', '8', '8', '6', '8']",45554
-49.37857,29.38683,NumTotalTrades,Number of total trades made by the borrower.,uint8,87,0%,"[29, 15, 43, 17, 42]",45554
-60.59146,-2.033945,NumTradesOpeninLast12M,Number of trades opened in the last 12 months.,uint8,18,0%,"[0, 1, 0, 8, 2]",45554
-51.73536,3.1434677,PercentInstallTrades,Percentage of trades that have been installed.,uint8,95,0%,"[20, 22, 71, 43, 14]",45554
-45.69434,18.299524,MSinceMostRecentInqexcl7days,Number of months since most recent inquiry (excluding the last<br>7 days) for a home equity line of credit.,float64,26,24%,"[3.0, 14.0, 5.0, 0.0, 10.0]",45554
-60.040886,-1.7779266,NumInqLast6M,Number of inquiries in the last 6 months.,uint8,26,0%,"[0, 2, 1, 0, 0]",45554
-59.54853,-1.5202069,NumInqLast6Mexcl7days,"Number of credit inquiries in the last 6 months, excluding<br>the last 7 days.",uint8,26,0%,"[4, 3, 1, 3, 0]",45554
4.365914,-57.73054,NetFractionRevolvingBurden,"NetFractionRevolvingBurden"" represents the fraction of the credit card balance for<br>all credit cards in relation to their credit limit.",float64,127,2%,"[21.0, 49.0, 14.0, 65.0, 9.0]",45554
-18.397268,2.511364,NetFractionInstallBurden,The fraction of the borrower's monthly income that goes towards<br>paying off the home equity line of credit.,float64,138,35%,"[83.0, 84.0, 75.0, 100.0, 34.0]",45554
-48.98724,20.34155,NumRevolvingTradesWBalance,Number of revolving trades with balance.,float64,30,2%,"[7.0, 4.0, 5.0, 10.0, 2.0]",45554
-48.893887,20.500517,NumInstallTradesWBalance,Number of trades with balance.,float64,19,9%,"[1.0, 3.0, 2.0, 3.0, 2.0]",45554
-48.77275,21.028759,NumBank2NatlTradesWHighUtilization,Number of trades with high utilization ratio.,float64,18,6%,"[6.0, 0.0, 3.0, 1.0, 0.0]",45554
-51.581245,3.4449327,PercentTradesWBalance,Percentage of trades with balance.,float64,94,0%,"[75.0, 60.0, 85.0, 75.0, 100.0]",45554
45.07942,6.993118,N0,Indicates the presence or absence of a specific genetic variant.,category,3,0%,"['1', '0', '0', '1', '1']",40646
-2.0651705,6.7519884,N1,The number of the first gene involved in a 2-way<br>epistasis interaction.,category,3,0%,"['0', '0', '1', '0', '2']",40646
43.9977,10.221778,N2,Represents the second gene in a pair of genes that<br>interact to determine the presence of a disease.,category,3,0%,"['1', '0', '1', '0', '1']",40646
44.862762,6.4664717,N3,Indicates the presence or absence of a specific genetic mutation.,category,3,0%,"['1', '1', '0', '1', '0']",40646
43.935196,9.191764,N4,Indicates the presence of a specific allele in a gene.,category,3,0%,"['0', '1', '0', '0', '0']",40646
45.34772,9.141947,N5,Indicates the presence of a specific genetic variant in a<br>gene.,category,3,0%,"['1', '1', '1', '1', '1']",40646
43.935196,9.191764,N6,Indicates the presence of a specific allele in a gene.,category,3,0%,"['0', '1', '1', '1', '1']",40646
45.399857,8.894404,N7,Indicates the presence of a specific genetic mutation in a<br>gene.,category,3,0%,"['1', '1', '1', '1', '0']",40646
44.97486,8.355766,N8,Indicates the presence of a specific genetic mutation in a<br>particular gene.,category,3,0%,"['0', '0', '0', '0', '0']",40646
44.863026,6.466537,N9,Indicates the presence or absence of a specific genetic mutation.,category,3,0%,"['0', '0', '0', '0', '0']",40646
44.120026,7.3166027,N10,Indicates the presence or absence of a specific genetic mutation<br>in a gene sequence.,category,3,0%,"['1', '0', '1', '1', '0']",40646
44.114994,7.428318,N11,Indicates the presence or absence of a specific genetic mutation<br>in a gene.,category,3,0%,"['1', '0', '0', '1', '0']",40646
44.863026,6.466537,N12,Indicates the presence or absence of a specific genetic mutation.,category,3,0%,"['0', '1', '1', '0', '1']",40646
-6.580916,7.820459,N13,The number of times a specific allele appears in a<br>gene pair.,category,3,0%,"['2', '1', '1', '1', '2']",40646
44.083035,7.963243,N14,Indicates the presence or absence of a specific genetic variant<br>in a gene.,category,3,0%,"['1', '1', '0', '1', '0']",40646
38.87863,-19.054688,N15,Indicates the number of minor alleles present in a specific<br>gene.,category,3,0%,"['2', '0', '0', '0', '1']",40646
38.55579,-18.736235,N16,Represents the number of non-ancestral alleles at the 16th locus.,category,3,0%,"['0', '2', '0', '1', '2']",40646
